customer_id,customer_name,age,gender,related_purchases,job_title,job_industry_category,wealth_segment,owns_car,tenure
784,Frederik-Duckett,44,Male,10,Accounting Assistant III,IT,High Net Worth,Yes,22
785,Anthea-Guesford,42,Female,48,Assistant Professor,Manufacturing,Mass Customer,Yes,18
788,Gregg-Townsend,57,Male,62,Social Worker,Health,Mass Customer,No,11
789,Gabrielle-Giraudot,43,Female,69,Geological Engineer,Manufacturing,Affluent Customer,Yes,14
791,Tootsie-Hurt,53,Female,3,Professor,Manufacturing,Mass Customer,Yes,14
793,Kissie-Delong,32,Female,97,Actuary,Financial Services,High Net Worth,Yes,9
794,Scott-Ommundsen,66,Male,99,Compensation Analyst,Financial Services,Affluent Customer,Yes,16
795,Cassy-Awdry,48,Female,35,Environmental Tech,Financial Services,High Net Worth,No,18
796,Ira-Lamlin,24,Female,8,Financial Analyst,Financial Services,Mass Customer,No,2
797,Meridel-Rawet,48,Female,51,Internal Auditor,Financial Services,Mass Customer,No,19
798,Dorita-Blackburne,33,Female,22,Teacher,Financial Services,High Net Worth,No,5
800,Quint-Popov,42,Male,68,Account Coordinator,Manufacturing,Mass Customer,No,8
802,Ailyn-Carberry,35,Female,50,Financial Analyst,Financial Services,Mass Customer,No,3
803,Nina-Murcutt,22,Female,96,Nuclear Power Engineer,Manufacturing,High Net Worth,No,3
805,Jorrie-Hanhardt,61,Female,48,Electrical Engineer,Manufacturing,Mass Customer,No,10
806,Carter-Kaesmakers,29,Male,66,Sales Representative,Retail,Mass Customer,Yes,7
808,Nigel-Phippard,42,Male,21,Social Worker,Health,High Net Worth,Yes,17
809,Nevsa-Washtell,44,Female,83,Biostatistician III,Health,Mass Customer,No,18
810,Fawnia-Bartrum,23,Female,24,Software Test Engineer IV,Health,Mass Customer,Yes,1
813,Lisette-Nesbit,59,Female,12,Account Representative III,Health,Mass Customer,No,14
814,Raffarty-Giacomoni,61,Male,60,Analog Circuit Design manager,Manufacturing,Mass Customer,No,14
816,Donni-Boor,64,Female,71,Product Engineer,Manufacturing,Mass Customer,No,15
817,Niel-Abilowitz,29,Male,38,Editor,Financial Services,Mass Customer,Yes,6
818,Beverie-Bosanko,48,Female,17,Chemical Engineer,Manufacturing,Mass Customer,No,11
819,Temp-Thebeau,46,Male,7,Associate Professor,Manufacturing,Affluent Customer,Yes,5
821,Gregoor-Aronovitz,40,Male,41,Financial Analyst,Financial Services,Mass Customer,Yes,7
822,Ardis-Tomlett,47,Female,67,Sales Associate,Health,High Net Worth,No,17
823,Stesha-Morecombe,31,Female,91,Internal Auditor,Manufacturing,Affluent Customer,No,9
824,Fleurette-Whardley,44,Female,97,Financial Advisor,Financial Services,Affluent Customer,Yes,12
826,Marc-Waddilove,22,Male,92,Recruiting Manager,Financial Services,Mass Customer,Yes,1
829,Byran-Goodfield,20,Male,84,Environmental Tech,Financial Services,High Net Worth,Yes,2
830,Jayson-Chilcott,40,Male,58,VP Quality Control,Manufacturing,Affluent Customer,No,6
831,Teddy-Keijser,48,Male,4,Paralegal,Financial Services,Affluent Customer,No,11
832,Shaun-Murphey,44,Male,30,Research Assistant IV,Retail,Mass Customer,No,14
834,Rudolf-Brandes,48,Male,37,Environmental Tech,Financial Services,Mass Customer,No,3
835,Zachary-Matyukon,53,Male,85,Electrical Engineer,Manufacturing,Mass Customer,Yes,9
836,Clemence-Vautre,31,Female,33,Actuary,Financial Services,Mass Customer,Yes,9
838,Hayden-Heersema,50,Male,27,Financial Advisor,Financial Services,High Net Worth,No,15
840,Chas-Carabet,57,Male,94,VP Sales,Financial Services,Affluent Customer,Yes,19
841,Hanan-McGreay,55,Male,93,Marketing Manager,Manufacturing,Affluent Customer,Yes,8
842,Mahmud-Dobbson,22,Male,59,Compensation Analyst,Financial Services,High Net Worth,No,2
843,Salomone-Sleford,32,Male,80,Developer II,Manufacturing,Affluent Customer,Yes,9
844,Tome-Tyt,43,Male,13,Nurse Practicioner,Financial Services,High Net Worth,No,9
845,Koressa-Maris,47,Female,51,Associate Professor,Manufacturing,Mass Customer,No,3
846,Alvan-Rebichon,67,Male,60,Geologist I,Manufacturing,Affluent Customer,No,17
847,Kelci-Morrison,30,Female,66,Chief Design Engineer,Retail,High Net Worth,No,9
848,Lannie-Chat,42,Male,79,VP Product Management,Manufacturing,Mass Customer,No,13
849,Sylvan-Capper,52,Male,72,Librarian,Entertainment,Mass Customer,No,10
850,Nevin-Hanfrey,21,Male,79,Clinical Specialist,Health,Mass Customer,No,1
852,Andie-Bonney,21,Female,37,Compensation Analyst,Financial Services,Affluent Customer,Yes,2
853,Nolana-Rotter,40,Female,26,Media Manager I,Retail,Mass Customer,Yes,16
855,Bennie-Llywarch,47,Female,74,General Manager,Retail,High Net Worth,Yes,16
856,Peyton-Monkeman,33,Male,63,Quality Engineer,Financial Services,Mass Customer,Yes,9
858,Barby-Charlwood,41,Female,79,Internal Auditor,Financial Services,High Net Worth,Yes,9
859,Devinne-Tommeo,43,Female,53,Geologist I,Financial Services,Affluent Customer,Yes,7
861,Rebekah-Dmych,44,Female,73,Senior Financial Analyst,Financial Services,High Net Worth,No,17
862,Worden-Fossitt,43,Male,83,Information Systems Manager,Argiculture,High Net Worth,Yes,16
863,Kessiah-Logg,60,Female,19,Senior Financial Analyst,Financial Services,Affluent Customer,No,5
865,Germain-De la Harpe,56,Female,73,Desktop Support Technician,Telecommunications,Mass Customer,No,19
868,Effie-Duddy,42,Female,84,VP Accounting,Financial Services,Mass Customer,Yes,11
869,Addia-Abels,37,Female,7,Account Representative I,Financial Services,High Net Worth,Yes,10
870,Hugh-Wilce,57,Male,63,Pharmacist,Health,Mass Customer,No,6
872,Suki-Ivachyov,50,Female,47,Structural Engineer,IT,Mass Customer,No,13
873,Worthington-Penwarden,61,Male,37,Occupational Therapist,Health,Affluent Customer,Yes,20
875,Caryl-Linnett,22,Male,34,Recruiting Manager,Financial Services,Mass Customer,Yes,2
876,Neil-Jencey,53,Male,44,Physical Therapy Assistant,IT,High Net Worth,No,19
877,Didi-Milne,33,Female,92,Accounting Assistant III,Financial Services,Mass Customer,Yes,3
878,Clarence-Silby,39,Male,31,Environmental Specialist,Manufacturing,Mass Customer,Yes,9
884,Pepito-Lamming,43,Male,11,Web Designer IV,Property,Mass Customer,No,17
885,Yancey-Wivell,55,Male,20,Statistician IV,Financial Services,Mass Customer,No,18
886,Dawna-McCullen,47,Female,53,Accounting Assistant III,Health,Mass Customer,No,11
888,Chickie-Gulleford,58,Female,62,Accountant IV,Manufacturing,Mass Customer,No,10
889,Ezequiel-Coggeshall,54,Male,46,Sales Representative,Retail,Affluent Customer,Yes,10
890,Tony-Cordsen,47,Female,55,Dental Hygienist,Health,Mass Customer,Yes,15
891,Talbot-Andrioni,40,Male,21,Occupational Therapist,Health,High Net Worth,Yes,9
893,Gibby-Fearnley,38,Male,97,Geologist I,IT,Mass Customer,No,16
894,Catie-Kibbey,51,Female,13,Desktop Support Technician,Financial Services,High Net Worth,Yes,9
897,Pris-Fance,52,Female,25,Account Executive,Manufacturing,Mass Customer,No,11
898,Reyna-Braizier,44,Female,53,General Manager,Financial Services,Affluent Customer,No,16
899,Teodora-Lawling,58,Female,42,Business Systems Development Analyst,Health,Affluent Customer,Yes,12
900,Clevey-Ivamy,31,Male,48,Associate Professor,Manufacturing,Mass Customer,Yes,5
902,Selene-Vasiltsov,32,Female,37,Staff Scientist,Retail,Mass Customer,No,18
905,Dorian-Drinkel,43,Female,41,Safety Technician II,Manufacturing,Affluent Customer,No,12
906,Cammy-Marcroft,22,Male,73,Financial Analyst,Financial Services,High Net Worth,Yes,3
907,Eamon-McWhin,42,Male,51,Sales Associate,Property,High Net Worth,Yes,17
910,Lewes-Foulcher,35,Male,50,Biostatistician I,Financial Services,Mass Customer,No,14
911,Marcellus-Shawcroft,47,Male,62,Structural Analysis Engineer,Property,Affluent Customer,No,3
912,Vince-Dalmon,53,Male,37,Sales Representative,Retail,Mass Customer,Yes,19
914,Marc-Egleton,22,Male,73,Chemical Engineer,Manufacturing,Affluent Customer,Yes,2
915,Austina-Orrice,37,Female,17,Budget/Accounting Analyst IV,Entertainment,Mass Customer,No,7
917,Odo-MacKaig,57,Male,63,VP Product Management,Financial Services,Mass Customer,No,19
918,Mahmud-Chiles,46,Male,73,Internal Auditor,Health,High Net Worth,No,13
919,Grove-Peltzer,34,Male,48,Registered Nurse,Health,Mass Customer,Yes,13
920,Stefano-Thornborrow,45,Male,89,Software Test Engineer IV,Health,Mass Customer,Yes,19
921,Gretchen-Seneschal,42,Female,77,Help Desk Technician,Manufacturing,Mass Customer,No,7
922,Bekki-Ralston,49,Female,52,Operator,Financial Services,Mass Customer,No,19
923,Garrek-Grimwade,44,Male,44,Senior Financial Analyst,Financial Services,High Net Worth,No,19
925,Nicko-Pembridge,43,Male,42,Accountant IV,Manufacturing,Affluent Customer,No,16
926,Terrel-Matthisson,56,Male,18,Professor,Telecommunications,Affluent Customer,No,10
929,Kippy-Conerding,56,Male,0,Database Administrator III,Financial Services,Mass Customer,Yes,13
930,Evelina-Dinan,50,Female,86,Executive Secretary,Retail,Mass Customer,Yes,8
931,Katrina-Sappson,22,Female,59,Design Engineer,Manufacturing,Affluent Customer,Yes,1
933,Melany-L'oiseau,25,Female,75,Help Desk Operator,Retail,Mass Customer,Yes,5
934,Marcellus-Louisot,25,Male,76,Human Resources Manager,Manufacturing,Mass Customer,No,6
936,Raffaello-Godleman,33,Male,64,Speech Pathologist,Health,High Net Worth,No,3
937,Nikolos-McKyrrelly,36,Male,65,Human Resources Assistant IV,Manufacturing,Affluent Customer,No,15
939,Cristian-Theodoris,60,Male,53,Product Engineer,Manufacturing,Mass Customer,No,6
940,Marnia-Claesens,34,Female,3,Administrative Officer,Manufacturing,Mass Customer,No,9
941,Tye-Doohan,26,Male,13,Recruiting Manager,Financial Services,Affluent Customer,Yes,1
942,Shirley-Brook,47,Female,31,Director of Sales,Financial Services,Mass Customer,Yes,14
943,Holly-Gamett,42,Male,94,Legal Assistant,Property,Affluent Customer,Yes,15
946,Bettina-Farrer,60,Female,16,Research Associate,Manufacturing,High Net Worth,No,12
947,Hyacinth-Naldrett,35,Female,43,Pharmacist,Health,Mass Customer,No,10
949,Jarid-Grebner,46,Male,18,Executive Secretary,Health,Mass Customer,Yes,3
951,Meryl-Dumbar,22,Male,44,Assistant Media Planner,Entertainment,Mass Customer,No,1
952,Marina-Andresen,50,Female,34,VP Sales,Financial Services,Affluent Customer,Yes,6
954,Alain-Immins,26,Male,76,VP Quality Control,Manufacturing,Mass Customer,Yes,7
955,Teresina-Gibbie,32,Female,78,Research Nurse,Health,Mass Customer,Yes,9
956,Ezechiel-Pettecrew,61,Male,19,Nuclear Power Engineer,Manufacturing,Mass Customer,Yes,9
957,Jamima-Gannan,27,Female,80,Automation Specialist I,Manufacturing,Affluent Customer,Yes,7
958,Kristofor-Saulter,57,Male,15,Biostatistician IV,Health,High Net Worth,No,18
960,Lannie-Crumley,53,Male,1,GIS Technical Architect,Health,Mass Customer,Yes,12
961,Rosamund-Shelton,35,Female,73,Assistant Manager,Financial Services,Mass Customer,No,6
964,Rhetta-Grellier,27,Female,35,Assistant Professor,Financial Services,High Net Worth,No,6
965,Meggie-Whitchurch,24,Female,86,Structural Engineer,Retail,High Net Worth,Yes,5
966,Krystyna-Linning,43,Female,70,Speech Pathologist,Retail,High Net Worth,Yes,5
967,April-Causon,22,Female,44,Sales Associate,Manufacturing,Affluent Customer,Yes,1
968,Wayne-Woodfin,66,Male,96,Accountant IV,IT,High Net Worth,Yes,16
969,Jo-Mallinar,43,Female,20,Health Coach IV,Health,High Net Worth,Yes,18
970,Kellyann-Hawton,41,Female,2,VP Accounting,Financial Services,High Net Worth,Yes,14
971,Sarge-Lerohan,33,Male,11,Geologist I,Manufacturing,High Net Worth,No,22
972,Dena-Crewdson,40,Female,81,Project Manager,Retail,Mass Customer,Yes,10
973,Annabella-Hebron,42,Female,46,Data Coordiator,Health,High Net Worth,No,15
976,Andonis-Slimmon,50,Male,10,Graphic Designer,Financial Services,Affluent Customer,No,10
979,Kayla-Falkingham,61,Female,42,Budget/Accounting Analyst I,Manufacturing,High Net Worth,No,12
980,Max-Gronaver,43,Female,19,Registered Nurse,Health,Mass Customer,No,8
982,Tibold-Bonwell,61,Male,14,Geologist III,Health,High Net Worth,Yes,6
984,Luciano-Weddup,67,Male,89,Programmer I,Manufacturing,Affluent Customer,No,16
985,Aryn-O'Halloran,51,Female,29,Help Desk Operator,Retail,High Net Worth,No,15
986,Barnard-Stranks,27,Male,3,Office Assistant I,Manufacturing,Mass Customer,Yes,8
987,Lars-Keher,47,Male,89,Senior Cost Accountant,Financial Services,Affluent Customer,Yes,11
988,Andree-Simonato,40,Female,35,Director of Sales,Manufacturing,High Net Worth,No,7
989,Caralie-Morfett,39,Female,43,Project Manager,Financial Services,Mass Customer,No,17
990,Melissa-Purple,45,Female,56,Administrative Officer,Manufacturing,Mass Customer,Yes,14
991,Lenna-Coales,30,Female,11,Financial Analyst,Financial Services,Mass Customer,Yes,10
993,Reine-Semken,44,Female,71,Account Coordinator,Argiculture,High Net Worth,No,17
994,Rhetta-Kupker,44,Female,62,Librarian,Entertainment,Affluent Customer,Yes,5
995,Urbano-Mews,56,Male,16,Information Systems Manager,Health,Mass Customer,Yes,19
997,Ambros-Kernes,40,Male,30,Teacher,Telecommunications,Mass Customer,Yes,13
998,Petunia-Dufton,56,Female,66,Speech Pathologist,Manufacturing,Affluent Customer,Yes,5
1000,Paulie-Castelot,43,Female,44,Compensation Analyst,Financial Services,Mass Customer,No,11
1001,Finley-Vost,42,Male,63,Recruiter,Retail,Mass Customer,No,14
1003,Mariann-O'Geaney,53,Female,35,Paralegal,Financial Services,High Net Worth,No,18
1004,Colas-Pumfrett,46,Male,35,Business Systems Development Analyst,IT,High Net Worth,No,22
1005,Kalila-Birtwistle,54,Female,94,Design Engineer,IT,High Net Worth,Yes,8
1006,Norbert-Gotcher,44,Male,15,Quality Control Specialist,Telecommunications,Affluent Customer,Yes,19
1009,Nolie-Orring,64,Female,16,Research Associate,Manufacturing,High Net Worth,Yes,13
1010,Leighton-Ebbles,58,Male,24,Nurse,Financial Services,Affluent Customer,No,17
1011,Cymbre-Janos,36,Female,42,Occupational Therapist,Health,High Net Worth,Yes,10
1013,Corissa-Zienkiewicz,45,Female,53,Physical Therapy Assistant,Retail,High Net Worth,No,17
1014,Miller-Faloon,61,Male,60,Senior Developer,Property,Mass Customer,Yes,8
1015,Toiboid-Sorrel,66,Male,7,Web Developer I,Health,Mass Customer,No,17
1016,Adrian-Prettyjohns,62,Male,0,Legal Assistant,IT,Mass Customer,Yes,17
1017,Jacquenette-Pluthero,42,Female,88,Assistant Media Planner,Entertainment,High Net Worth,No,16
1018,Matthiew-Ferreras,27,Male,1,Help Desk Operator,Manufacturing,Mass Customer,Yes,7
1019,Ignazio-Milby,48,Male,42,Human Resources Assistant II,Manufacturing,Mass Customer,Yes,14
1021,Elvis-Rixon,44,Male,16,Mechanical Systems Engineer,Retail,High Net Worth,No,7
1022,Suzann-Wilks,31,Female,56,Assistant Manager,Financial Services,Affluent Customer,Yes,14
1024,Rhodia-D'Onise,29,Female,17,Social Worker,Health,High Net Worth,Yes,2
1025,Ario-Jeromson,24,Male,69,Quality Engineer,IT,Mass Customer,Yes,5
1027,Rolando-Sherewood,55,Male,33,Statistician I,Financial Services,Affluent Customer,No,18
1030,Nariko-Dummigan,59,Female,9,Food Chemist,Health,Mass Customer,No,5
1031,Roi-Ogden,38,Male,75,Junior Executive,Manufacturing,Mass Customer,No,6
1035,Kara-lynn-Doddridge,45,Female,77,Operator,Retail,Affluent Customer,Yes,5
1036,Randene-Ingle,52,Female,6,Paralegal,Financial Services,Mass Customer,Yes,12
1037,Sissie-Rielly,65,Female,95,Human Resources Assistant II,Financial Services,Mass Customer,No,10
1040,Jacenta-Wedlock,46,Female,78,Food Chemist,Health,High Net Worth,No,9
1042,Isacco-Woodwind,45,Male,0,Nuclear Power Engineer,Manufacturing,High Net Worth,Yes,11
1043,Giorgi-Hurford,35,Male,34,Sales Associate,Financial Services,Mass Customer,Yes,16
1047,Standford-Tanswill,43,Male,39,VP Accounting,Financial Services,Affluent Customer,No,11
1049,Fraser-Gaenor,25,Male,35,Software Consultant,Property,Mass Customer,No,2
1050,Marjie-Ghion,48,Female,7,Software Consultant,Telecommunications,Mass Customer,Yes,15
1051,Xylia-Lange,44,Female,34,Help Desk Technician,Property,High Net Worth,Yes,14
1052,Dela-Flannigan,35,Female,31,Junior Executive,Financial Services,High Net Worth,No,3
1054,Natal-Matiewe,38,Male,27,Nuclear Power Engineer,Manufacturing,Mass Customer,Yes,13
1055,Danell-Rose,33,Female,30,Data Coordiator,Manufacturing,Mass Customer,No,12
1056,Kendricks-Markel,55,Male,96,Software Test Engineer IV,Manufacturing,Affluent Customer,No,6
1057,Laryssa-Durdle,52,Female,73,Registered Nurse,Health,Mass Customer,No,5
1058,Gretel-Gionettitti,34,Female,37,Research Assistant IV,Retail,Affluent Customer,Yes,4
1059,Chantal-Plante,53,Female,68,Account Representative III,Entertainment,High Net Worth,Yes,6
1060,Vanda-Boadby,60,Female,88,Associate Professor,Argiculture,Affluent Customer,Yes,13
1063,Terrence-Geck,34,Male,22,Actuary,Financial Services,Affluent Customer,Yes,13
1064,Thornie-Andrusov,44,Male,3,Librarian,Entertainment,Affluent Customer,Yes,8
1065,Chilton-Ghirigori,59,Male,8,Quality Engineer,Financial Services,Mass Customer,Yes,8
1066,Hailey-Ricciardi,26,Male,45,Recruiter,Telecommunications,High Net Worth,No,12
1067,Berri-Cotillard,56,Female,13,Engineer IV,Financial Services,Mass Customer,Yes,13
1069,Reese-Titterington,45,Male,85,Web Designer I,Telecommunications,Mass Customer,No,15
1072,Curt-Petrello,64,Male,60,Senior Cost Accountant,Financial Services,High Net Worth,Yes,8
1075,Cullin-Elcoate,54,Male,26,Administrative Officer,Manufacturing,High Net Worth,No,7
1076,Siegfried-Trattles,21,Male,33,Pharmacist,Health,Affluent Customer,No,2
1078,Abe-Pilley,45,Male,69,Executive Secretary,Manufacturing,Mass Customer,No,20
1079,Dennie-L' Anglois,43,Male,70,Nurse Practicioner,Manufacturing,Mass Customer,No,18
1080,Monah-Talbot,21,Female,70,Speech Pathologist,Property,Mass Customer,Yes,2
1081,Marga-Cradduck,36,Female,25,Social Worker,Health,Mass Customer,No,16
1084,Serena-Jagson,27,Female,54,Accounting Assistant I,Retail,Affluent Customer,No,8
1085,Lucho-Strafen,46,Male,4,Internal Auditor,Health,Mass Customer,No,8
1086,Ezechiel-Parnall,32,Male,84,Statistician IV,Property,Mass Customer,Yes,4
1087,Lian-Madrell,42,Female,39,Financial Analyst,Financial Services,Mass Customer,Yes,8
1089,Korney-Hess,33,Female,90,Product Engineer,Property,Affluent Customer,No,12
1092,Katlin-Creddon,86,Female,56,VP Quality Control,Retail,Mass Customer,No,5
1094,Shaughn-Salters,45,Male,48,Dental Hygienist,Health,High Net Worth,No,19
1095,Emelda-Gerler,63,Female,2,Project Manager,Health,Mass Customer,No,6
1096,Jakie-Mungham,52,Male,33,Software Test Engineer I,Health,High Net Worth,No,14
1097,Gwenora-Grabbam,53,Female,71,Engineer II,Financial Services,Mass Customer,Yes,18
1098,Maure-Crow,32,Female,99,Administrative Assistant IV,Financial Services,Mass Customer,Yes,12
1099,Jarrett-Maffia,46,Male,12,Tax Accountant,Manufacturing,Affluent Customer,Yes,11
1100,Cord-Braundt,38,Male,59,Engineer I,Manufacturing,Mass Customer,No,15
1102,Stephana-Puzey,45,Female,16,Recruiting Manager,Manufacturing,Affluent Customer,No,15
1103,Glynnis-Sailor,43,Female,76,Financial Advisor,Financial Services,High Net Worth,Yes,20
1104,Jewelle-Pincott,61,Female,82,Programmer III,Retail,Mass Customer,No,8
1106,Sibyl-Bigmore,59,Female,2,Software Consultant,Retail,Mass Customer,No,15
1107,Maridel-Whitby,47,Female,70,Social Worker,Health,High Net Worth,No,18
1108,Ginnie-Farriar,59,Female,86,Dental Hygienist,Health,Mass Customer,No,17
1109,Nestor-Billingsley,32,Male,21,Web Developer II,Entertainment,High Net Worth,No,6
1110,Lazar-Cherryman,30,Male,73,Information Systems Manager,Retail,High Net Worth,No,12
1113,Dorie-Willock,29,Male,45,Recruiter,Property,Mass Customer,No,6
1114,Evonne-Southan,45,Female,96,Structural Engineer,Retail,Mass Customer,No,14
1116,Tori-Coche,47,Female,59,Assistant Manager,Health,Mass Customer,Yes,16
1118,Colline-Coulman,46,Female,95,Sales Representative,Retail,Mass Customer,Yes,9
1120,Jacquelyn-Rowlinson,41,Female,87,Web Developer IV,Retail,Affluent Customer,No,12
1121,Dione-Raithby,37,Female,30,Registered Nurse,Health,Mass Customer,Yes,3
1124,Eben-Threader,56,Male,36,Health Coach III,Health,Affluent Customer,Yes,9
1125,Raff-Everley,31,Male,25,Software Test Engineer III,IT,Affluent Customer,No,9
1127,Elly-Ormshaw,30,Female,30,Physical Therapy Assistant,Financial Services,Mass Customer,No,8
1128,Kirsten-Longman,29,Female,47,Financial Advisor,Financial Services,Mass Customer,Yes,8
1132,Coriss-Darkott,36,Female,99,Actuary,Financial Services,Affluent Customer,Yes,9
1134,Sullivan-Scullion,27,Male,22,Administrative Assistant IV,Financial Services,Affluent Customer,No,3
1135,Mireielle-Avrasin,41,Female,60,Software Engineer IV,Financial Services,Mass Customer,Yes,11
1136,Ivan-Blackhall,44,Male,72,Executive Secretary,Property,High Net Worth,No,7
1138,Elli-Loxdale,30,Female,77,Statistician I,Retail,Mass Customer,Yes,5
1139,Shellysheldon-Wickey,39,Male,52,Editor,Manufacturing,Mass Customer,Yes,16
1142,Michal-Paiton,23,Male,95,Desktop Support Technician,Telecommunications,Mass Customer,No,2
1143,Goraud-Boissieux,66,Male,64,Office Assistant IV,Health,Mass Customer,Yes,6
1144,Damon-Phelip,25,Male,73,Environmental Specialist,Health,High Net Worth,Yes,5
1146,Hadleigh-Birley,29,Male,88,Assistant Professor,Financial Services,High Net Worth,No,8
1147,Tate-Studholme,53,Male,71,Health Coach II,Entertainment,High Net Worth,Yes,9
1148,Inigo-Ojeda,34,Male,60,Statistician IV,Financial Services,High Net Worth,No,5
1150,Bernelle-Warwick,46,Female,64,Information Systems Manager,Financial Services,Mass Customer,Yes,13
1151,Brena-Amburgy,56,Female,27,VP Product Management,Argiculture,High Net Worth,Yes,19
1152,Humfrid-Ducket,23,Male,47,Business Systems Development Analyst,Financial Services,Mass Customer,Yes,3
1153,Mirilla-Lothlorien,26,Female,53,Desktop Support Technician,Health,Mass Customer,Yes,3
1154,Chase-Youd,47,Male,26,Research Nurse,Health,Mass Customer,Yes,20
1155,Janetta-Hartrick,27,Female,73,VP Marketing,Property,Mass Customer,Yes,9
1156,Breena-Risebrow,24,Female,22,Marketing Assistant,Argiculture,Mass Customer,Yes,1
1157,Saunder-Camerati,47,Male,69,Research Nurse,Health,Affluent Customer,Yes,17
1159,Elbert-Bridgement,28,Male,94,Librarian,Entertainment,Mass Customer,No,1
1160,Trisha-Nisuis,56,Female,98,Speech Pathologist,IT,Affluent Customer,No,10
1161,Sibylle-Cutsforth,44,Female,86,Senior Quality Engineer,Retail,Mass Customer,No,15
1163,Manolo-Dwire,40,Male,77,Cost Accountant,Financial Services,High Net Worth,Yes,8
1164,Gilligan-Mowat,44,Female,97,Food Chemist,Health,Mass Customer,Yes,17
1165,Fanni-Wakelin,28,Female,58,Administrative Assistant IV,Financial Services,High Net Worth,No,2
1166,Fannie-Devil,49,Female,40,Quality Control Specialist,Health,Affluent Customer,No,8
1167,Elberta-Crickett,25,Female,20,Software Test Engineer III,Health,Mass Customer,No,4
1168,Iosep-Shaddick,56,Male,44,Pharmacist,Health,Affluent Customer,No,18
1169,Kessiah-Corden,54,Female,33,Actuary,Financial Services,Mass Customer,Yes,13
1170,Lari-Rotte,57,Female,62,Assistant Professor,IT,Mass Customer,Yes,4
1173,Gertie-Chaim,43,Female,58,Statistician IV,Retail,High Net Worth,No,16
1177,Bobbette-Pozzi,68,Female,47,Food Chemist,Health,Affluent Customer,Yes,6
1178,Angelo-Byne,51,Male,1,Pharmacist,Health,Mass Customer,No,13
1179,Kerry-Pashenkov,33,Male,56,Media Manager IV,Financial Services,High Net Worth,Yes,13
1180,Gaye-Quickenden,46,Female,48,Account Representative I,Financial Services,Affluent Customer,No,10
1181,Brita-Plant,43,Female,2,Tax Accountant,Argiculture,Mass Customer,No,8
1182,Carolann-Ottiwill,46,Female,84,Data Coordiator,IT,Mass Customer,Yes,7
1184,Auberta-Teodori,53,Female,89,Social Worker,Health,Mass Customer,No,13
1186,Brantley-Cecchi,44,Male,70,Help Desk Operator,Manufacturing,Affluent Customer,Yes,20
1189,Mart-Bazoche,33,Male,22,Geologist I,Health,High Net Worth,Yes,8
1190,Sib-Gilby,53,Female,67,Assistant Professor,Financial Services,Affluent Customer,Yes,10
1192,Hollyanne-McCarter,52,Female,31,VP Quality Control,Manufacturing,Mass Customer,No,16
1193,Quintus-Whear,35,Male,58,Safety Technician I,Retail,High Net Worth,No,5
1194,Audry-Scurrey,29,Female,69,Junior Executive,Telecommunications,Affluent Customer,No,3
1195,Ally-Folliott,43,Female,0,VP Marketing,Telecommunications,Mass Customer,No,18
1196,Phillie-Bradforth,23,Female,23,Research Nurse,Health,Mass Customer,No,2
1197,Isobel-Lampett,24,Female,44,Professor,Financial Services,High Net Worth,Yes,5
1198,Alina-Rickson,48,Female,73,Sales Representative,Retail,High Net Worth,No,7
1199,Ludovico-Bertot,63,Male,7,VP Accounting,Financial Services,Affluent Customer,Yes,5
1200,Hedda-Lathom,47,Female,38,Librarian,Entertainment,High Net Worth,No,18
1203,Claresta-Carnier,33,Female,38,Technical Writer,Health,Affluent Customer,No,22
1204,Trudy-Huffy,50,Female,12,Senior Developer,Manufacturing,Affluent Customer,Yes,16
1205,Barton-Baudts,43,Male,38,Business Systems Development Analyst,Manufacturing,Affluent Customer,No,13
1206,Lucina-Metcalf,43,Female,13,Paralegal,Financial Services,Mass Customer,No,13
1207,Mabel-Marousek,24,Female,30,Engineer IV,Health,Mass Customer,No,1
1208,Lira-Durn,37,Female,23,Budget/Accounting Analyst IV,Financial Services,Mass Customer,No,15
1209,Jacky-Jerosch,44,Male,40,Senior Developer,Property,High Net Worth,Yes,11
1211,Gunar-Petasch,43,Male,45,VP Sales,Financial Services,Affluent Customer,Yes,14
1212,Cindy-Freeborn,53,Female,28,Legal Assistant,Property,Affluent Customer,No,13
1214,Martino-Shalcros,32,Male,0,Internal Auditor,Property,High Net Worth,No,15
1215,Dyann-Turbard,54,Female,79,VP Quality Control,Manufacturing,Mass Customer,No,11
1216,Frank-Vallerine,62,Female,15,Software Test Engineer I,Telecommunications,Affluent Customer,Yes,10
1217,Dulcinea-Janssen,53,Female,67,Structural Engineer,Manufacturing,High Net Worth,No,16
1221,Byrom-Draisey,26,Male,75,VP Product Management,Health,High Net Worth,Yes,14
1222,Barbey-Ville,51,Female,83,Account Executive,Property,Mass Customer,No,19
1224,Aundrea-Reisenberg,44,Female,9,Junior Executive,Manufacturing,Mass Customer,No,16
1225,Arte-Witchell,33,Male,5,Clinical Specialist,Health,Mass Customer,Yes,10
1226,Constantia-Sirr,40,Female,32,Director of Sales,Health,Mass Customer,Yes,13
1227,Carlina-Pencot,32,Female,63,Software Engineer I,IT,Affluent Customer,Yes,12
1228,Marti-Bisterfeld,59,Female,43,Senior Cost Accountant,Financial Services,Affluent Customer,No,6
1229,Sebastian-Trass,21,Male,38,GIS Technical Architect,Manufacturing,Affluent Customer,Yes,1
1231,Aloisia-Shawel,48,Female,94,Social Worker,Health,Affluent Customer,No,18
